amenity,addr:city,addr:street,brand,brand:wikidata,brand:wikipedia,name,official_name,operator,addr:country,addr:housenumber,check_date,opening_hours,operator:wikidata,operator:wikipedia,atm,addr:postcode,website,healthcare,phone,dispensing,access,barrier,wheelchair,cuisine,outdoor_seating,location,recycling_type,highway,fee,layer,parking,drive_through,alt_name,automated,self_service,contact:phone,contact:website,operator:short,short_name,email,old_name,check_date:opening_hours,toilets:wheelchair,description,payment:cash,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:electronic_purses,indoor_seating,takeaway,internet_access,internet_access:fee,name:zh,ref:vatin,survey:date,source,payment:american_express,payment:coins,payment:mastercard,payment:notes,payment:visa,emergency,delivery,highchair,indoor,payment:telephone_cards,charge,branch,capacity,maxheight,recycling:cans,recycling:glass,recycling:paper,recycling:waste,covered,bicycle_rental,rental,shop,contact:email,contact:fax,start_date,wifi,booth,colour,bus,public_transport,bicycle_parking,official_name:en,official_name:es,contact:facebook,name:pt,compressed_air,fee:amount,lit,supervised,bench,bin,shelter,tactile_paving,taxi,entrance,direction,material,note,support,tourism,addr:housename,fixme,operator:type,floor,name:tr,diet:vegetarian,reservation,denomination,heritage:website:sipa,ref:ipa,religion,addr:floor,level,smoking,name:en,backrest,fax,wikidata,wikimedia_commons,wikipedia,foot,grades,ref:aeep,recycling:glass_bottles,recycling:plastic,surface,smoothness,natural,mapillary,bicycle,vehicle,cash_in,network,healthcare:speciality,artist_name,artwork_type,historic,outdoor,ownership,visibility,name:ru,bottle,fountain,contact:twitter,office,fast_food,lgbtq,seats,brewery,diet:vegan,closed,addr:door,recycling:clothes,unisex,changing_table,male,owner,man_made,authentication:membership_card,authentication:none,maxstay,motorcar,parking:fee,payment:app,payment:cards,payment:membership_card,ref,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,old_operator,old_ref,real_ale,recycling:plastic_packaging,air_conditioning,television,toilets,wheelchair:description,name:fr,name:es,addr:flats,addr:unit,type,waste,recycling:cardboard,recycling:plastic_bottles,nif:pt,addr:place,description:en,ele,ele:note,contact:instagram,diet:lactose_free,recycling:metal,bar,recycling:batteries,disused,operator:ref,ref:qzp,school,source:opening_hours,min_age,craft,diet:gluten_free,contact:mobile,recycling:beverage_cartons,diet:healthy,nif,brunch,building,ice_cream,source:addr,female,toilets:disposal,toilets:position,check_date:wheelchair,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage,opening_hours:covid19,recycling:cooking_oil,internet_access:ssid,recycling:aluminium,recycling:cartons,recycling:newspaper,hot_water,toilets:access,microbrewery,facebook,inscription,social_facility,social_facility:for,recycling:green_waste,check_date:currency:XBT,currency:XBT,payment:lightning,payment:onchain,payment,recycling:food_waste,recycling:scrap_metal,socket:tesla_destination,socket:tesla_destination:output,no:network,name:de,recycling:shoes,recycling:magazines,recycling:organic,recycling:paper_packaging,recycling:PET,recycling:organic_waste,currency:EUR,preschool,recycling:electrical_items,surveillance,recycling:toys,mobile,cash_out,cash_withdrawal,opening_hours:kitchen,community_centre:for,fuel:cng,not:brand:wikidata,recycling:books,diet:keto,cargo,ferry,bread,pastry,recycling:plastic_bags,brand:website,diet:meat,recycling:glass_jars,recycling:tetrapak,video,authentication:app,diet:halal,capacity:disabled,all_you_can_eat,recycling:small_electrical_appliances,fixme:type,source:contact,townhall:type,building:colour,building:levels,building:material,nodes,faculty,int_name,name:ko,nohousenumber,park_ride,addr,source:geometry,fuel:HGV_diesel,fuel:diesel,fuel:octane_95,fuel:octane_98,landuse,roof:levels,shelter_type,architect,fence_type,heritage,heritage:operator,protection_title,heritage:ref,heritage:since,image,roof:shape,network:wikidata,alt_name:en,checkpoint,checkpoint:type,course,name:it,photography,photography:inside,photography:outside,service_times,name:zh-Hans,name:zh-Hant,building:part,heritage:website,ref:dgpc,site_status,source:ref,orientation,abandoned,ruins,loc_name,height,roof:colour,website:pt,area,photography:note,photography:note:en,military,community,community:gender,community:pt,related_law,architect:wikidata,sett:shape,parking:orientation,label,school:boarding,fuel:adblue,payment:maestro,payment:visa_debit,payment:visa_electron,property,stars,addr:suburb,roof:material,roof:orientation,fuel:lpg,parking_space,community_centre,patron_saint,event_annual,place,building:min_level,theatre:type,recycling:oils,hgv,payment:contactless,polling_station,polling_station:ref,polling_station:zone,not:operator:wikidata,duration,car_wash,theatre:genre,intermittent,museum,not:name,full_name,isced:level,ways,alt_name:es,building:wikidata,building:wikipedia,noaddress,latitude,longitude
kindergarten,,,,,,Infantário do Viso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8334282014, 8334282301, 8334282283, 8334282284, 8334282285, 8334282286, 8334282287, 8334282288, 8334282289, 8334282290, 8334282291, 8342011057, 8342011056, 8334282292, 8334282293, 8334282294, 8334282295, 8334282296, 8334282297, 8342011033, 8334282298, 8334282299, 8334282300, 8334282024, 8334282023, 8334282022, 8334282021, 8334282020, 8334282019, 8334282018, 8334282017, 8334282016, 8334282015, 8334282014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17631937321783,-8.644122148670045
school,Porto,Rua do Castelo de Guimarães,,,,Escola Básica dos Castelos,,"Agrupamento de Escolas Fontes Pereira de Melo, Porto",,218,,,,,,4250-108,,,,,,,,,,,,,,,,,,,,+351 228313595,,,EB1/JI dos Castelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb1ji.n29.porto@escolas.min-edu.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,3-5;6-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150873,QZP.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8341777594, 8341777599, 8341777595, 8341777596, 8341777597, 8341777594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.169535088987885,-8.629172816974847
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8342795822, 8342795823, 8342795807, 8342795808, 8342795822]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17977342103229,-8.651310357676502
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8342795838, 8342795839, 8342795840, 8342795841, 8342795842, 8342795843, 8342795838]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.180745333949545,-8.649644452858277
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8342795944, 8342795945, 8342795923, 8342795922, 8342795944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17736763806918,-8.642265409585104
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8342011008, 8342795947, 8342795948, 8342011061, 8342011010, 8342011009, 8342011008]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1767450802592,-8.643672004281376
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8334281968, 8334281971, 8334281970, 8334281969, 8334281968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17575697193812,-8.643758449478568
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8343211584, 8343211614, 8343211613, 8343211591, 8343211592, 8334282130, 8334282131, 8343211593, 8343211594, 8343211595, 8343211598, 8343211596, 8343211597, 8343211584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17711370564134,-8.645034688070053
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8343211601, 8343211604, 8334282115, 8343211605, 8343211561, 8346415732, 8343211600, 8343211601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17709763509848,-8.645466155372056
school,Porto,Rua de São Dinis,,,,Centro de Bem-Estar Infantil e Juvenil do Sagrado Coração Jesus,,Provincia Portuguesa Franciscanas Missionárias de Nossa Senhora,,76,,,,,,4250-425,,,,,,,,,,,,,,,,,,,,+351 228310627;+351 918 393 941,https://www.cbeporto.pt/,,Colégio CBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secretaria@cbeporto.pt;direcaopedagogica@cbeporto.pt,+351 228305758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,roman_catholic,,,christian,,,,,,,,,,,3-5;6-9,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QZP.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8343563306, 8343591374, 8343563288, 8343563289, 8343563290, 8343591389, 8343563291, 8343563292, 8343563293, 8343591371, 8343563294, 8343591372, 8343591373, 8343563295, 8343563296, 8343563297, 8343563298, 8343563299, 10879584005, 8343563300, 8343563301, 8343563302, 8343563303, 8343563304, 8343563305, 8343591332, 8343563306]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1668682473012,-8.622663738544256
place_of_worship,,,,,,Cenáculo do Espírito Santo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neo-pentecostal,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8343580150, 8343580151, 8343580152, 8343580153, 8343580154, 8343580155, 8343580158, 9379045960, 8343580159, 9379045962, 9379041605, 8343580160, 9379045978, 8343580161, 9379045981, 8343580162, 8343580150]",,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16250567039982,-8.621768181977684
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8345372137, 8345372160, 8345372161, 8345372162, 8345372163, 8345372140, 8345372139, 8345372138, 8345372137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.18018831769737,-8.646006688878195
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8345788956, 8345788957, 8345788958, 8345788959, 8345788956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.179085775895985,-8.644588730635242
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8345789227, 8345789228, 8345789229, 8345789230, 8345789227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.18185034982392,-8.647692164992504
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8341804152, 8341804153, 8341804120, 8341804123, 8350122065, 8350122066, 8341804152]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.179475422294004,-8.641770845893324
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8341804159, 8350122067, 8350122069, 8350122068, 8350122070, 4457268465, 8334281855, 8341804163, 8334281864, 8341804111, 8341804160, 8341804159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.178624714118065,-8.642064029610985
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8350122069, 4457270054, 4690498999, 8350122070, 8350122069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.17865151821137,-8.64178914977286
parking,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8350158621, 8350158622, 8350158648, 8350158641, 8350158640, 8350158649, 8350158650, 8350158651, 8350158644, 8350158645, 8350158646, 8350158654, 8350158652, 8350158634, 8350158635, 8350158636, 8350158638, 8350158639, 8350158637, 8350158653, 8350158627, 8350158628, 8350158625, 8350158624, 8350158621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.172749600992844,-8.638257069424482
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8350158661, 8350158662, 8350158663, 8350158664, 8350158665, 8350158672, 2464549784, 8350158666, 8350158661]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.172677611798214,-8.639419654392677
kindergarten,,,,,,Raiz - Centro Comunitário de Ramalde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8361746394, 8361746395, 8375236621, 8361746396, 8375236626, 8361746397, 8361746398, 8361746399, 4469039759, 8375180620, 8361746400, 8375180615, 8375180614, 8375180611, 8375180608, 8361746394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16956235628694,-8.654750116210149
parking,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,-1,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8364381255, 8364381268, 8364381269, 8364381289, 8364381282, 8364381270, 8364381271, 8364381258, 8364381257, 8364381256, 8364381255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.169034814795296,-8.649668570090823
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8364381272, 8364381273, 8364381274, 8364381275, 8364381272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16930815794362,-8.64979945307578
parking,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,-1,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8364445721, 8364445722, 8364445723, 8364445727, 8364445724, 8364445725, 8364445726, 8364381314, 8364381315, 8364381316, 8364381303, 8364381311, 8364445721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1682762350453,-8.649394261807915
